word,max_emp_bridge,date_of_max,occurrences
удвоить,0.8108251817923723,1813,2
сила,1.3656907299385364,1811,49
взреветь,0.8259308123805418,1809,3
вырвать,0.8526528063188159,1813,2
корень,0.6867987778236474,1814,7
вон,0.9972916919769742,1814,26
кто,0.7667810968928775,1809,144
небо,0.7706379051196978,1809,14
область,0.5719376903798555,1834,3
тень,1.7740216221105611,1814,13
пята,0.9126970252570742,1812,2
жених,3.100567019364513,1805,10
грех,1.5318501541856284,1811,28
да,1.1266838556698728,1816,168
вот,1.260857023190919,1815,116
спесивый,0.7475686157663249,1823,8
сыскать,0.9117813954147844,1813,8
чтоб,0.5249938487232602,1823,85
хороший,0.3470991680754531,1811,37
умный,1.1708381098134841,1813,20
лента,0.7493286147802793,1814,2
честь,1.101737324770543,1811,21
молодой,0.7793028489113614,1814,11
красавица,1.4195094638718666,1808,9
немножко,0.5099989501687502,1823,5
ну,2.0511305590148394,1811,66
чтобы,0.5273616324711186,1815,19
иметь,0.9315749452715077,1819,18
заметить,0.9330134859059429,1809,3
любить,1.430747695771315,1813,14
сметь,1.4148678842619185,1811,22
чудно,1.1012533009000902,1811,2
счастливый,1.4312199955226992,1816,11
отбор,0.6860062387610797,1805,2
презнатный,0.6859647431018273,1805,2
катить,0.999082529846627,1808,3
двор,0.7958360991635787,1811,34
мысль,0.5828530543820607,1823,14
тонкий,0.5939268234657549,1819,3
такой,1.2815958730642991,1816,109
невеста,1.3891501847934107,1805,2
клад,0.6198906886554219,1823,10
взгляд,0.5645923297078581,1811,6
выбирать,0.9056338043763944,1815,4
этот,1.3341817319951692,1814,52
чин,1.4119647455444448,1815,17
орден,0.6842219254132255,1805,2
жаль,1.2573528364694373,1811,7
карман,0.8146427824435952,1813,2
пустой,0.6208758445031116,1811,17
нос,0.9308724499184123,1809,17
широкий,0.9220358601434908,1809,3
бровь,0.6835994905244391,1805,2
прийдеть,1.1882696983524241,1809,2
никак,0.6995653686180855,1811,20
годок,1.3860795060087314,1805,2
два,0.7753563092494706,1814,25
новый,0.9052033030647726,1815,20
сваха,1.3857890363939644,1805,2
какой,0.6357572022831947,1814,59
простак,1.1265656530440693,1811,2
твердить,1.0466682943930532,1807,7
ли,0.6804595549543982,1816,70
право,1.7828208219427433,1815,36
затея,0.7153651492494677,1811,8
место,0.9689225514534858,1815,19
поклон,1.0643892386649187,1807,3
проводить,0.8945422550615203,1807,4
пойти,0.5881139060441187,1811,43
чудак,0.5796796270672638,1817,3
замужство,1.3814319921724598,1805,2
жизнь,0.5745970419526799,1823,20
ничуть,0.9616197199657595,1805,4
день,0.7426588284654517,1819,62
весёлый,0.5087441323314519,1811,4
ночь,0.7461930934943982,1821,13
спать,1.0522094337699606,1816,9
спокойно,0.7775342083735999,1819,7
кинуться,0.40433531423938684,1805,5
толпа,0.9844456954966908,1808,3
уплыть,1.385772785485103,1811,3
потом,0.9201051315918131,1807,13
отказ,0.679574411576954,1805,2
слышать,0.7095735898720597,1811,12
стать,1.0866670742851037,1823,132
редкий,0.6094615191820645,1816,3
проходить,0.6825225246301684,1811,5
год,1.0449665268550292,1815,26
нейти,1.064208024653666,1815,6
минуть,0.8346044919953189,1815,3
целый,1.403554347712269,1819,28
слать,1.4086267629890223,1811,4
наш,2.040446895559126,1812,54
девушка,0.9042823089781951,1816,5
зрелый,1.253957326949012,1808,2
считать,1.142799726595198,1808,5
подруга,1.6101237954869625,1808,5
большой,0.42189466230091965,1808,43
досуг,1.5983626399496274,1808,3
давно,0.7575636704224691,1812,13
позабыть,1.264995172310157,1808,2
грусть,1.0680484472524028,1807,3
грудь,0.8196831225955968,1823,6
посмотреть,0.5525284797597537,1814,22
зеркало,0.5407327727032555,1805,3
каждый,1.6890907689772834,1812,10
что-нибудь,0.651041409764358,1807,7
прелесть,1.3723029471369264,1805,2
лихой,1.0494252224938123,1811,2
время,1.2656255062449302,1816,17
красть,1.053210872973806,1816,6
сперва,1.465900965861096,1812,8
глаз,0.523231794414291,1813,35
пропасть,0.988101278361824,1814,17
щека,1.333048053484133,1807,2
резвость,1.2832117667219713,1808,2
волосок,1.100937073728232,1830,6
два-три,0.6204392333259187,1819,5
седой,1.2724765280127892,1812,4
беда,0.5798484851183836,1816,57
бывало,1.3005746818210258,1809,9
собрание,1.0193437033217703,1813,3
вкруг,0.5981928183243723,1823,7
тесно,0.5380391886041352,1805,3
ныне,0.5691205686348594,1823,6
ах,1.0596330020321938,1811,14
звать,1.0442906235589569,1808,15
бостон,1.1584343193499311,1809,2
велита,0.5372260311402499,1805,3
торопиться,0.7739770363762194,1814,2
гордиться,0.8409234031209278,1809,3
косо,0.8960157702375996,1812,2
девица,1.3720124775221594,1805,2
ни,0.8544394579011951,1819,191
сердце,0.5423570377171323,1814,17
мы,2.1754144510550537,1812,185
всегда,0.7162705083207498,1819,23
одиночество,1.3437954292305108,1807,2
кончить,1.0581943316871194,1811,6
век,0.9223379517463166,1816,17
пока,0.5872245123050823,1807,15
первый,1.1004872053032602,1815,16
рада,0.7334609843828886,1814,11
выйти,1.2921940322853762,1823,21
калека,0.6723956625262845,1805,2
старик,1.9035124187616137,1807,11
садить,1.4583920212906802,1811,4
сбираться,1.2904833718317712,1823,8
деревцо,1.1152582178829056,1814,4
пусть,0.7566771885111354,1815,9
лето,1.1156894126835764,1819,16
когда,1.0965061225212953,1813,86
смеяться,0.8201116691708314,1807,10
три,1.0148190004531252,1815,12
юноша,1.3718879905444021,1805,2
соседний,0.5333635331867945,1805,3
рассуждать,0.592580642439509,1813,9
плод,1.1528534810554716,1819,7
труд,0.6863007250502265,1823,35
дать,1.1242124740016763,1813,57
надобный,0.7906468492845612,1812,16
жить,0.9892496472339879,1813,46
неужть,0.6375952080706776,1816,6
второй,0.6704038708821681,1805,2
оставить,0.5074041773800945,1811,23
работа,1.7000925238731475,1814,13
затевать,0.4476232402074228,1805,4
толь,0.6700304099488964,1805,2
дальний,0.8101495790490839,1811,8
расчёт,0.6824569113440722,1819,5
для,0.6670888248574854,1811,51
текущий,0.6697399403341294,1805,2
верный,1.0214066291958757,1816,15
цвести,1.1651530010647109,1811,3
пора,0.7069079857648491,1819,25
знакомиться,1.340102315557045,1807,2
могила,1.3717220079073924,1805,2
смиренно,0.47059092020956916,1816,7
ответствовать,0.921734060081657,1823,12
если,0.6428995170940232,1813,34
оттого,0.5732394376068314,1811,4
делать,1.154710755745655,1823,19
польза,0.6485201189172386,1811,20
ожидать,0.9461087092305965,1814,3
признаться,0.8769147866604659,1823,11
охотный,0.6676651573715081,1805,2
браться,0.652749423002922,1807,7
добрый,1.4809184782434321,1816,36
трудиться,1.2837238864346663,1811,15
веселиться,0.5282812990375111,1805,3
дождаться,0.4143458412886779,1823,6
сей,0.7301365009014251,1819,34
можно,1.216925194467782,1816,19
ручаться,0.5268582734757118,1805,3
наперёд,0.8082307511294243,1814,6
смерть,1.0008142517197658,1816,13
или,0.8044509568387412,1830,26
старость,0.713846307412507,1815,5
прекрасный,1.3377181866423937,1808,7
крепкий,0.6333649604641941,1819,3
провожать,0.6646774699053336,1805,2
ваш,1.6530305083420842,1812,17
близкий,0.7526275956359773,1814,9
сыр,2.016327097492974,1807,8
прежде,0.7163078182232334,1823,10
после,0.4170473411870591,1811,8
торг,0.7891725365702155,1812,4
корабль,1.921785343607991,1819,17
надежда,0.8244178171418681,1805,5
счастие,0.9537666064947736,1816,23
разбить,0.8121115472291974,1813,2
пловец,0.63311084875673,1819,3
море,0.8741077042165005,1811,29
поглотить,0.9943899336487888,1813,3
чужой,1.0418609905141265,1814,8
власть,0.5882099871954521,1827,5
роскошь,1.1298438101250108,1811,2
нега,0.9308620067827463,1814,3
страсть,0.651584508164276,1819,4
здоровье,0.9007523141862179,1823,5
заплатить,0.7796147185000726,1815,3
третий,0.796682543918765,1819,6
жаркий,1.3563086877815604,1808,4
искусный,0.9936913162651178,1821,4
поручить,0.6192194846343655,1815,4
до,1.052157195800325,1821,62
узнать,0.6266351804690352,1814,13
кончина,0.660901364913363,1805,2
трое,0.8742867665514072,1815,8
сколько,0.8859774988443405,1811,6
раз,1.5797790315372149,1814,17
лесть,0.660320425683829,1807,2
гнусный,0.6602789300245766,1807,2
вредный,0.9121478888946539,1815,4
льстец,0.8749743719211266,1809,3
отыскать,1.0865477795557943,1807,3
уголок,0.6280372518558618,1809,5
ворон,0.6361871280372267,1811,9
где-то,1.2352427846261687,1809,2
бог,1.8872521741387747,1811,43
послать,0.49224078073514055,1811,15
кусочек,0.7841549309277724,1816,4
ворона,1.0912488868524797,1812,10
позавтракать,1.044985186953803,1811,2
собраться,0.4501797412884159,1809,9
рот,1.0924316514050285,1813,6
держать,0.6247113875023377,1823,7
лиса,0.7656707176447862,1823,31
бежать,0.7608734141738843,1830,16
сырный,0.6584946166767224,1807,2
дух,0.6586144193741106,1811,13
лис,0.370216405469349,1807,5
лисица,0.707653427011192,1811,15
плутовка,1.3614310844127913,1807,2
дерево,0.834027224059373,1814,24
подходить,0.8985389975933039,1814,3
вертеть,0.8052587376017699,1807,5
хвост,1.5413520027667313,1823,27
сводить,0.6411238379321001,1816,3
сладко,1.2514159603988915,1811,5
дышать,0.9897196922513011,1813,6
голубушка,0.8501215711044181,1813,2
шейк,0.6570422686028875,1807,2
глазок,0.6569177816251303,1807,2
сказка,1.1154049314981818,1809,4
верно,0.7701904134406049,1814,17
должный,0.3901468733042961,1811,12
голосок,0.5657881870592225,1834,3
спеть,0.6536091560550863,1816,4
стыдиться,0.6561708597585866,1807,2
ежели,0.7557381524821132,1809,9
сестрица,0.6416473369522555,1832,7
при,0.9011236523622629,1814,22
красота,0.5991280380018643,1811,5
петь,0.9250360035785243,1808,20
мастерица,1.0141767652699987,1808,3
ведь,1.4987910089286898,1819,40
царь-птица,1.007976439607873,1808,3
похвала,0.5954943850304698,1817,8
голова,1.8721907950845613,1809,25
радость,0.5643603610968282,1809,10
слово,0.9006195161394135,1821,43
горло,0.6840962453094629,1816,4
таков,0.6026850613767998,1823,9
случаться,0.7159348218347372,1809,7
нередко,1.0076182178433923,1816,12
где,0.6137649733155068,1814,51
догадаться,1.3554142138211895,1807,2
дело,0.6653146612541494,1811,82
просто,0.8012563271499,1807,5
взяться,0.8014464797457708,1830,14
кто-то,1.3200184164788715,1808,2
принести,0.7751760576728742,1830,4
мастер,0.8677572262866984,1813,2
ларец,1.846751550464394,1809,5
чистота,0.5113574593203974,1807,3
всякий,1.0570838810041667,1811,34
ларчик,2.1430611504749533,1807,5
любоваться,0.8727521661051623,1811,6
входить,0.7556359549866479,1814,2
механика,1.358277414309607,1807,2
мудрец,1.050796776831069,1815,5
взглянуть,0.6761930541627362,1807,6
секрет,1.1780618758038908,1811,3
открыть,0.6693526426011716,1809,7
уверенный,0.6517723198778297,1807,2
приняться,0.7775316136556698,1812,9
ломать,0.6537558696703625,1818,4
иной,1.051141974110891,1812,22
качать,0.7228543841772326,1814,2
ухо,1.2856371184008748,1819,22
отдаваться,1.0782647056742474,1811,2
пуще,1.2570193350315093,1814,5
рваться,0.6044929928236712,1814,12
потеть,1.262426962681995,1811,3
наконец,0.8349125193904937,1814,37
устать,0.8708215739558434,1809,8
отстать,0.6876173720760895,1823,4
лягушка,1.3867410272259084,1814,8
луга,0.9749927399790239,1830,3
вол,1.2250922807108808,1809,6
затеять,0.6314097747612079,1811,5
дородство,1.2137065374741605,1809,2
сравняться,1.1154448163644195,1811,2
завистливый,0.5043947985358792,1807,3
пыхтеть,1.2445659333304455,1807,5
смотреть-ка,1.0159047248807551,1808,3
квакушка,0.694927805500351,1814,2
кумушка,1.278473520590746,1816,17
далеко,0.4138933934354082,1811,8
теперь,0.9843058432664126,1816,34
широко,0.6463778841750144,1807,2
каков,1.0334482764401216,1815,9
почти,1.0025993199213168,1811,15
ничего,0.6369962346676351,1813,6
затейница,0.6505274501002569,1832,2
пример,0.881588604384794,1819,18
диво,1.0669359954258548,1811,11
хотеть,0.9820084664767292,1819,55
гражданин,0.6443445968716457,1807,2
мелкий,1.3205168990083043,1811,3
знатный,0.47503872983776363,1823,14
дворянин,1.3619371073249638,1811,3
какой-то,1.0358641890035987,1812,18
деревянный,0.6639720436980423,1815,2
мудрый,0.6435146836865971,1807,2
давать,0.9082585212471411,1811,16
совет,1.040051820907207,1811,30
нога,0.5882274676245938,1819,24
стоять,1.0929499031541003,1816,9
наряд,0.6428507531385584,1807,2
завалить,1.0661479731725392,1811,2
жертва,2.096198065510454,1811,7
мольба,0.6426847705015486,1807,2
оракул,1.6516244538341172,1807,3
чудо,1.319040947313324,1811,16
позор,0.8863887772910369,1812,2
заговорить,0.8488008660523172,1809,3
вздор,0.9425321824885916,1809,14
отвечать,0.6360853720572192,1811,31
зачем,1.0466522414839197,1807,3
молвить,0.7818885472217901,1815,8
дивоваться,1.2144534593407041,1809,2
куда,0.8139871526525523,1811,30
немой,0.6716729606077326,1816,46
дар,0.6311742131900622,1813,6
деваться,0.7191530729040978,1811,3
идол,1.3464926470819183,1807,2
жрец,1.3469905949929475,1807,2
вещать,1.2024612138167534,1809,2
мирянин,1.0395879360164157,1808,3
враки,0.6772921503180707,1815,2
засесть,0.8003639864589914,1823,5
дурак,1.0594934087599819,1811,10
встарь,0.7013181370252243,1834,2
судья,0.8343752064209913,1830,16
видать,1.1665310561599727,1823,22
который,1.1421387775674054,1813,39
весьма,1.0323203411829405,1808,3
бывать,1.1093508803806178,1811,15
секретарь,0.6026408461081645,1811,4
услуга,0.639584411871912,1816,7
нужда,0.9012000114322817,1811,20
дорога,0.6706805848785533,1811,17
всяк,0.7404598098687066,1823,11
уметь,0.5206780076346578,1816,13
опасный,0.7519366210131377,1809,4
враг,1.3525663433642694,1823,8
человек,1.0439590912527283,1811,57
безродный,0.7237257930215335,1814,2
вдали,0.9739031226543999,1811,2
город,0.4191363769401866,1813,12
глушь,0.6370828565024713,1807,2
про,1.8365349816956045,1814,32
писать,0.829817752575076,1809,6
разделить,0.6882869708374499,1816,3
лужок,0.9645251036633521,1811,2
тёмный,0.8759504920418445,1811,5
дубров,0.7433947355071826,1814,2
пригорок,0.635879482384151,1807,2
ручеёк,1.0740316919903177,1811,4
пустынник,1.6551585806164155,1813,8
вечно,0.7325117383505805,1816,4
лес,1.2208432181251871,1814,49
сосед,1.440087278505035,1813,32
кто-нибудь,1.3066983098588434,1808,2
знакомство,0.6343856386510638,1807,2
свесть,0.877093749618494,1813,2
кроме,0.691027213530623,1814,2
волков,1.747242088075769,1830,7
медведь,1.6104101009194585,1815,26
точно,0.7817866206621766,1819,9
встретиться,0.7812529890563904,1816,6
больший,0.687416063959863,1815,22
нечего,0.9594708912658406,1823,7
снимать,0.6335557254660152,1807,2
милый,0.8426907213332864,1809,22
соседушка,1.0395201728944252,1813,3
лапа,1.0349783856044394,1816,7
дружиться,1.243375933839644,1809,2
расстаться,0.7900781237814959,1809,7
вместе,1.0817299729382284,1823,11
разговор,0.4806566886265176,1813,5
иль,1.2971443294439484,1814,56
беседа,0.631771412118161,1807,2
молчаливый,1.2138310244519177,1809,2
изба,0.5534274654751459,1816,6
вынести,0.4840150395972528,1807,3
сор,0.8824823958858237,1811,4
рад,1.2874350995721209,1823,17
везде,1.131187585497329,1817,17
мишенька,1.4913958557035751,1807,6
нахвалиться,1.0066042363875665,1830,3
вздуматься,0.5638908196434901,1811,3
роща,1.7129426294903833,1809,11
луг,0.564280863538276,1816,6
гора,1.435339478296293,1815,44
слабый,0.8790912896873403,1823,13
скорее,0.8869118973530866,1819,6
отставать,1.0367418848928172,1808,3
путный,1.0274325230900274,1811,2
мишка,1.053940428796358,1815,12
брат,0.8930061232508908,1819,19
отдохнуть,1.0204965613118315,1809,5
лечь,0.4897300477916674,1811,4
тотчас,1.144010127204821,1811,16
заснуть,0.7146420200099497,1813,4
муха,1.7050062428313617,1809,17
село,1.1452799088096353,1814,5
согнать,0.6258790285043169,1807,2
снова,0.70767509622665,1832,6
булыжник,0.6250491153192683,1807,2
присесть,1.328566522284871,1807,2
думать,1.0654759052579972,1814,32
молчать,1.235777966221159,1814,6
лоб,1.702271094480503,1811,5
есть,0.6523955703604284,1819,61
хвать,0.6238872368602004,1807,2
камень,0.7664517663462007,1812,13
врознь,1.1969422911361811,1809,2
лежать,0.6722324172762552,1823,9
набрать,0.6334312384882581,1830,2
порой,0.7970486229205673,1814,2
холодный,0.9977103266263205,1808,3
тащиться,1.0809526431208947,1811,5
лачужка,0.6223933931271132,1807,2
охать,0.6222274104901034,1807,2
под,0.6573298372360645,1816,48
тяжкий,0.7630636779928317,1814,2
дрова,1.3521704779003771,1809,6
нести,0.5708874620246839,1809,15
утомиться,0.6218124538975792,1807,2
остановиться,0.9526309097221769,1830,3
плечо,1.1312124202706044,1811,5
долой,0.7449081640680839,1812,10
вздохнуть,0.8120011751071787,1816,4
бедный,1.4610866809760081,1814,30
жена,1.2415556823686593,1814,8
ребёнок,1.214163468988477,1816,22
оброк,0.9879524370596965,1808,3
денёк,0.6198621579127153,1807,2
пенять,0.5469080571872276,1816,7
рок,0.7731056275319186,1814,2
явиться,0.8156101034549079,1811,6
вмиг,1.2588565070422038,1814,5
свирепый,1.1457366476186894,1809,2
оторопеть,0.6183268185203755,1807,2
коль,1.2213922867594234,1823,38
гнев,1.2505366708721262,1809,6
помочь,0.5815565560853523,1809,15
поднять,1.048184872851743,1816,13
басня,0.6755004001404111,1815,16
тошный,0.8590716135796715,1809,6
умысел,0.9904427317928453,1808,3
хозяин,0.7238498263803392,1809,25
музыка,0.676805791278542,1823,7
заманить,0.6165010095132689,1808,2
слушать,0.9550523417371026,1811,17
запеть,0.8734571871701878,1823,5
гость,0.8687108381278262,1815,17
помиловать,0.645465819462822,1808,10
удивление,0.4530809866956942,1814,4
хор,1.5238262937038272,1811,4
умиление,0.8425497180486985,1823,3
драть,0.7173550547958316,1811,9
зато,0.6098785165450704,1814,16
брать,0.9919994093338671,1813,13
пить,1.5242955488641292,1823,12
разуметь,1.023053734250747,1813,3
греция,1.0003773532574467,1811,2
выгнать,0.6132643480915798,1808,2
делить,1.2073602488507593,1814,8
поместье,0.4620597880723485,1808,3
парнас,1.8592723036711334,1808,4
отмежевать,0.9419099693707808,1811,2
пасти,0.6921020644002175,1819,5
осёл,1.9590960472407188,1815,28
как-то,0.7748677839150091,1811,13
муза,1.3187735467012989,1808,2
недаром,1.0096244148841038,1814,4
надоесть,0.3252056912073377,1830,5
кричать,0.6958351878163592,1811,31
унывать,0.6110235824919489,1808,2
робеть,0.6106916172179294,1808,2
надо,0.6312175962245858,1814,13
прославить,0.9317020371946845,1811,2
стадо,1.091361328720109,1811,33
громкий,1.086201706008593,1819,5
сестра,1.3347457999674899,1812,7
составить,0.9304986630763642,1811,2
толк,0.6484795008095235,1814,17
братство,0.6097372170551237,1808,2
завести,0.9409037574887722,1815,4
порядок,0.858143533980457,1811,8
чей,0.5310152591303658,1814,4
голос,0.9521951570148955,1811,14
ослиный,1.1948561033252956,1816,6
приятство,1.056313501929715,1811,2
принимать,0.6266200048761833,1819,5
одобрить,0.6089073038700753,1808,2
ослово,0.6835164992059342,1815,2
певец,1.4157978048504105,1823,11
дичь,0.8471237287830538,1809,3
занести,0.9685916782700897,1811,2
тронуться,0.6083263646405414,1808,2
обоз,0.5228263677172802,1812,3
тысяча,0.6709405028622962,1814,11
пение,0.7960991228627367,1811,5
потерять,0.5875586864577801,1811,4
терпение,0.7424026178714228,1816,10
загнать,0.6076209384332502,1808,2
хлев,0.9054352848878997,1812,2
хотеться,0.744871160452413,1815,8
невежда,0.7209325423108993,1815,5
старинный,0.5272479114271569,1812,3
мнение,0.6070399992037161,1808,2
ум,0.7882523350871292,1813,26
придать,0.6066665382704443,1808,2
сильный,0.5541596266393074,1809,19
бессильный,1.1358861521907273,1809,4
виноватый,0.6258004954708473,1809,19
история,1.4607865615285258,1809,3
тьма,0.7465962454170874,1816,4
ягнёнок,0.9063349939648316,1811,15
зайти,0.9597968598726665,1808,3
ручей,1.5446599504408616,1811,10
напиться,0.7242861293948739,1823,3
около,0.9493782798666356,1809,3
голодный,0.8564420621670662,1816,8
рыскать,1.1997639959653459,1809,2
волк,1.9531242495995862,1816,55
добыча,1.4641888032615242,1833,7
вид,0.7349403655331443,1819,6
нечистый,0.7050583435300852,1816,3
рыло,0.8029229046167442,1823,5
мутить,1.309188049413989,1808,2
питие,1.3092295450732414,1808,2
песок,1.776939014058009,1811,5
дерзость,0.8459258523242112,1813,5
светлый,1.319747654854753,1808,4
позволить,0.8075704239258401,1808,4
осмелиться,0.6029319289377261,1808,2
донбыть,0.7357180385454841,1814,2
ниже,0.8745598606609136,1811,4
шаг,0.8035955503790558,1814,14
сто,0.5301278441117508,1819,3
напрасно,0.685902593755492,1813,11
изволить,0.8535211282303189,1816,4
лгать,1.4234741808549654,1811,4
негодный,0.7102406115516663,1816,4
слыхать,0.887234552058185,1814,8
забыть,0.8151191363789659,1812,10
род,0.7241607159868338,1808,5
кум,1.229294017404205,1823,19
